id,title,description,author,image_url,genre
3292,Power at Play: Sports and the Problem of Masculinity (Men and Masculinity),"A look at how organized sports define the concept of maleness explores the intertwining of sports and masculinity across the life span of American men, following the athletic careers of its subjects from boyhood to the end of their careers.","Michael A. Messner', 'Professor Michael A Messner",http://books.google.com/books/content?id=gtztAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Psychology
3293,Double Passage: The Lives of Caribbean Migrants Abroad and Back Home,"""Includes 13 oral life histories of Barbadian return migrants from Great Britain and North America, a sample roughly representative of all Barbadian returnees in terms of gender, class, and receiving countries. Histories and commentary treat the entire mi",George Gmelch,http://books.google.com/books/content?id=3OtGIrO1d_oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Social Science
3294,The Making of McPaper: The Inside Story of USA Today,"A fascinating, behind-the-scenes story of the battle to build a newspaper that has found a unique place in modern journalism.",Peter Prichard,http://books.google.com/books/content?id=DBZlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,History
3296,Heir to the Throne,"The third instalment to the global #1 bestselling series. As the King of Adarlan's Assassin, Celaena Sardothien is bound to serve the tyrant who slaughtered her dear friend. But she has vowed to make him pay. The answers Celaena needs to destroy the king lie across the sea Wendlyn. And Chaol, Captain of the King's Guard, has put his future in jeopardy to send her there. Yet as Celaena seeks her destiny in Wendlyn, a new threat is preparing to take to the skies. Will Celaena find the strength not only to win her own battles, but to fight a war that could pit her loyalties to her own people against those she has grown to love? This third novel in the THRONE OF GLASS sequence, from global #1 bestselling author Sarah J. Maas, is packed with more heart-stopping action, devastating drama and swoonsome romance, and introduces some fierce new heroines to love and hate.",Sarah J. Maas,http://books.google.com/books/content?id=i49CAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Young Adult Fiction
3297,"Young in One Another's Arms, The","An award-winning novel of lesbian identity and camaraderie amid violence and war Ruth Wheeler is the one-armed caretaker of a motley crew of boarders living in her rooming house in Vancouver, British Columbia. The miscreants and outcasts in residence include a sexually confused academic, a one-time-dope-addict-turned-law-student, a high-minded deserter of the Vietnam War, a socially conscious female radical, and a gay man on the run from the cops. Despite personal differences and a turbulent outside world teeming with police brutality, the renters’ affection for one another grows and they form a progressive and idealistic “chosen family.” However, Ruth’s devoted and assimilative spirit is put to the test when her property is slotted to be destroyed by developers. The household packs up and sails to Galiano Island, where they establish a new home, start a business, and strive to overcome the initial antipathy of their neighbors. They even decide to collectively raise a baby born from an unwanted pregnancy. Winner of the 1978 Canadian Authors Association Best Novel of the Year Award, The Young in One Another’s Arms stands as one of the most sophisticated portrayals of an alternative model for domestic life.",Jane Rule,http://books.google.com/books/content?id=aihUCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3298,Leeway Cottage,"In April 1940, as the Nazis march into Denmark, Sydney Brant, a wealthy girl of the Dundee summer colony, marries a gifted Danish pianist, Laurus Moss. They believe they are well matched, as young lovers do, but Laurus's beloved family is in Copenhagen, hostage to what the fortunes of Hitler's war will bring. By the time the war is over, Laurus's family has played an active role in Denmark's grassroots rescue of virtually all seven thousand of the country's Jews. Meanwhile, in America, Sydney has led a group knitting for the war effort, and had a baby. Combining the story of one long American twentieth-century marriage with one of the most stirring stories of World War II, Leeway Cottage is a beautifully written tour de force of a novel.",Beth Gutcheon,http://books.google.com/books/content?id=iAZXKVSo-DoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fiction
3301,Capturing Light in Watercolor,"Known for her glorious, light-filled paintings, Marilyn Simandle shares her secrets for evoking the celebrated ""glow"" of watercolor. The book includes a series of step-by-step demonstrations, each building on the one before it. 182 color illustrations.","Marilyn Simandle', 'Lewis Barrett Lehrman",http://books.google.com/books/content?id=mCkRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Art
3302,The Future Of Home Schooling -,A home schooling expert shows parents how to decide if the affordable and top quality education is right for their family.,Michael P. Farris,http://books.google.com/books/content?id=FO9XAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Education
3303,Denzel Washington,"Takes readers behind the scenes of the Oscar-winning actor's films to show what each one, from ""Cry Freedom"" to ""The Pelican Brief,"" reveals about him",Douglas Brode,http://books.google.com/books/content?id=m4YdAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Biography & Autobiography
3304,A Spy Among the Girls (Boy/Girl Battle),"Valentine’s Day is coming up and love is in the air between Beth Malloy and Josh Hatford. When they are spotted holding hands, Josh tells his teasing brothers that he’s simply spying on the girls to see what they’re plotting next. When Caroline Malloy decides she must know what it’s like to fall in love, too, poor Wally Hatford is in for it! Meanwhile, big sister Eddie couldn’t care less about that mushy stuff. All she cares about is her sixth-grade science fair project. But when she comes up with a great plan, Josh and Jake Hatford horn in on her project. On the day the plan goes into action, little do the boys know that Eddie has a trick up her sleeve. And with daredevil Caroline’s amazing attention-getting stunt, trouble is sure to follow. Get ready, the Malloys and Hatfords are at it again!",Phyllis Reynolds Naylor,http://books.google.com/books/content?id=rBaouUqIIbIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Juvenile Fiction
3305,Desert Solitaire: A Season in the Wilderness,"An account of the author's existence, observations and reflections, as a seasonal park ranger in southeast Utah",Edward Abbey,http://books.google.com/books/content?id=lkhMtksYyhYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Biography & Autobiography
3307,The Rowley poems,"In 1763, an 11-year-old boy named Thomas Chatterton began publishing mature works of poetry. Before long, he was fooling the literary world by passing his work off as that of a non-existent 15th-century poet named Thomas Rowley—which he did until unmasked by Horace Walpole. Brought up in poverty and without a father, he studied furiously and went on to try and earn a living from his writing. After impressing the likes of the Lord Mayor, William Beckford and the radical leader John Wilkes, he eagerly looked for an outlet in London for his political works, but was unable to make a decent living and, despairing, poisoned himself himself at the age of seventeen. Chatterton had a significant impact on Romantic artists including Coleridge, Wordsworth, Shelley, and Keats; with numerous notable poems, plays, and paintings having been dedicated to him since his untimely death. This volume contains Chatterton's controversial collection of poetry by the invented Thomas Rowley, which was not discovered to be a fake until after he died. Contents include: ""Editor's Introduction"" and ""Poems, Supposed to Have Been Written in Bristol"". As part of our poetry imprint, Ragged Hand, Read & Co. is republishing this classic collection of poetry now in a new edition complete with John Keats' “Sonnet to Chatterton” (1848).",Thomas Chatterton,http://books.google.com/books/content?id=QrLoDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Poetry
